RP11-345P4.9	0.030926737	0.032432749	0.038914156	0.032270368	0.020353196	0.030187205
MIB2	0.090741702	0.079795555	0.076295142	0.088754851	0.16187887	0.075285959
MMP23B	0.020581383	0.015541831	0.005052256	0.002426578	0.035688123	0.012065343
CDK11B	0.08521981	0.095094853	0.094510134	0.115677959	0.06621507	0.109563699
SLC35E2B	0.040704391	0.066325077	0.081883222	0.054534832	0.047130692	0.069824198
CDK11A	0.139222366	0.104466217	0.145926755	0.135339567	0.065475903	0.147492163
NADK	0.129467829	0.099487092	0.058059492	0.060552194	0.085355194	0.126708363
GNB1	0.159673146	0.152319345	0.161618143	0.120570579	0.087861077	0.094914396
PRKCZ	0.042883659	0.030935679	0.023921501	0.024451911	0.019751173	0.02723932
FAAP20	0.334384705	0.375196372	0.391130976	0.298304302	0.383628026	0.378494066
SKI	0.032701042	0.027894311	0.022927593	0.025943391	0.029453897	0.034145446
RER1	0.217157393	0.199475635	0.182932816	0.199268394	0.202305934	0.250992639
PEX10	0.024192793	0.024608638	0.039556655	0.024661926	0.03886405	0.028964728
RP3-395M20.12	0.108353586	0.050466943	0.087398542	0.087521491	0.086299402	0.06003128
RP3-395M20.8	0.04793212	0.033307101	0.017059939	0.042770906	0.011479115	0.025546863
TNFRSF14	0.454906067	0.424110868	0.362484791	0.421221782	0.347367394	0.453918964
FAM213B	0.022203888	0.0092368	0.014655388	0.022624472	0.007042422	0.012676247
TPRG1L	0.042683057	0.043067003	0.030476025	0.035228445	0.036926126	0.047137292
WRAP73	0.052398615	0.081536578	0.087346726	0.058109781	0.049075846	0.068980186
LRRC47	0.087897076	0.062229246	0.017801194	0.021428873	0.079936239	0.082522515
CEP104	0.046604689	0.089490479	0.032623867	0.03711643	0.089142391	0.035150625
DFFB	0.010235425	0.020176054	0.01781376	0.029193846	0.009273363	0.017928146
C1orf174	0.059615276	0.059095202	0.052839258	0.033295604	0.046385473	0.060087254
KCNAB2	0.092245864	0.068135976	0.064673637	0.061820127	0.065184356	0.058725938
RPL22	3.150281912	3.076447677	3.082237054	3.144668884	2.729995582	2.822519549
ICMT	0.028923687	0.036967591	0.008394554	0.014468312	0.02190729	0.028315624
ACOT7	0.008100381	0.011504335	0.001890611	0.004424992	0.010603987	0.016863123
TNFRSF25	0.01400135	0.008949073	0.020487911	0.019761584	0.02955371	0.011212584
NOL9	0.040592305	0.046930774	0.021768434	0.042842524	0.036383414	0.023911963
ZBTB48	0.057366581	0.047558111	0.037275179	0.037030931	0.016971855	0.013511593
KLHL21	0.010814413	0.009214791	0.008557135	0.006461045	0.016969714	0.012645045
THAP3	0.043958391	0.076849174	0.072681757	0.07022482	0.042587859	0.090984367
DNAJC11	0.034418301	0.036397652	0.01737888	0.054412416	0.025778707	0.02283408
CAMTA1	0.253345577	0.208805082	0.227985101	0.201047628	0.232891038	0.260951825
VAMP3	0.088285342	0.070297869	0.080220649	0.064721374	0.058843542	0.083115743
UTS2	0.108396089	0.077168203	0.057348136	0.077785008	0.066961185	0.082919583
PARK7	0.969309931	0.645834448	0.67381847	0.713796833	0.564903027	0.682649048
RERE	0.143763272	0.094304158	0.076338501	0.074551596	0.093408355	0.066539424
ENO1	0.771241068	0.773996623	0.757332223	0.811347828	0.859078428	0.914301075
H6PD	0.046159251	0.017831153	0.027080618	0.029433796	0.018474772	0.022902641
SLC25A33	0.069914602	0.038369408	0.004819306	0.009454525	0.036125736	0.060094206
PIK3CD	0.072606221	0.057406185	0.045888269	0.060605242	0.030242914	0.083804454
CLSTN1	0.068977175	0.036955918	0.042997873	0.047728786	0.069178405	0.019576196
CTNNBIP1	0.046434181	0.027836162	0.003927322	0.013436537	0.05839602	0.053868842
LZIC	0.080999598	0.065287412	0.070597212	0.076437652	0.054258567	0.067049675
NMNAT1	0.025346083	0.013429235	0.031324531	0.019604868	0.028553497	0.04324035
RBP7	0.002385106	0.003705665	0.023887928	0.020823841	0.017836014	0.014689917
UBE4B	0.061397363	0.061074766	0.036366694	0.053084928	0.052973279	0.024092263
KIF1B	0.00772342	0.006154908	0.012060326	0.001473734	0.014576705	0.004526537
PGD	0.071647383	0.080767182	0.094387835	0.066332941	0.094182505	0.094144633
DFFA	0.106908718	0.092876882	0.120547892	0.098660178	0.074461304	0.097148195
PEX14	0.01902384	0.037104857	0.035806927	0.019354919	0.024437853	0.037222193
TARDBP	0.119551896	0.132441032	0.084703121	0.093205285	0.09059462	0.092448947
SRM	0.165139602	0.039371651	0.02487588	0.026039449	0.047861352	0.089032659
EXOSC10	0.064394596	0.064776002	0.056384705	0.054321095	0.042586319	0.070236787
MTOR	0.015678117	0.019353528	0.018594014	0.015331723	0.029818157	0.011324963
UBIAD1	0.116500057	0.074068239	0.084398053	0.068633056	0.081453574	0.046728359
FBXO2	0.069777025	0.050923071	0.017769712	0.080289642	0.045172638	0.06169923
FBXO44	0.076372747	0.075959747	0.079336258	0.097838639	0.071484719	0.085874677
FBXO6	0.011850108	0.019982929	0.021528303	0.038687314	0.050892192	0.052240821
MAD2L2	0.100080688	0.113111649	0.102037913	0.101294748	0.127324445	0.113767156
AGTRAP	0.133176403	0.078836129	0.104040074	0.078061598	0.103306479	0.101954346
MTHFR	0.051965954	0.048701323	0.052881799	0.036226514	0.051155715	0.043152224
KIAA2013	0.06713528	0.082636333	0.06204598	0.038776943	0.047095936	0.081836579
PLOD1	0.012015595	0.014187197	0.013695882	0.008447708	0.006920166	0.023978218
MFN2	0.013538868	0.031412853	0.026733227	0.040256035	0.010162095	0.015933574
MIIP	0.096773126	0.135767529	0.145569677	0.13044945	0.101647578	0.186158273
TNFRSF8	0.005146537	0	0.003711978	0.002967594	0	0.002371321
TNFRSF1B	0.147150854	0.131521781	0.148905127	0.132081359	0.225326174	0.186931971
VPS13D	0.044146947	0.027712783	0.024916041	0.002598985	0.022850402	0.028332206
DHRS3	0	0.005135722	0.009926207	0.014377287	0.008219293	0.008096745
PRDM2	0.230164418	0.257948421	0.177392263	0.208460505	0.167307604	0.214076525
EFHD2	0.279623381	0.246180544	0.105570087	0.107992788	0.460580634	0.468537392
CASP9	0.022713154	0.028963484	0.046471993	0.023313058	0.020318536	0.011534967
DNAJC16	0.031073847	0.036279996	0.04254956	0.051745796	0.040511591	0.021092289
AGMAT	0.028179019	0.020720382	0.016374494	0.020412019	0.009479228	0.036009832
DDI2	0.058207391	0.037999517	0.030336065	0.052769835	0.054443459	0.02727944
PLEKHM2	0.020323045	0.037260691	0.030957413	0.0260717	0.043528295	0.035586398
UQCRHL	0.106942714	0.1177883	0.083755813	0.155737116	0.022591345	0.084702616
FLJ37453	0.048589423	0.041069736	0.037036232	0.051549243	0.044067208	0.032122626
SPEN	0.066254892	0.042175596	0.040130947	0.030476592	0.029452491	0.030246575
ZBTB17	0.032813298	0.055664962	0.030630483	0.030976552	0.022887347	0.059439308
ARHGEF19	0.009334665	0.02137548	0.01794221	0.020118933	0.020474654	0.045157942
FBXO42	0.060511581	0.047713168	0.06298102	0.057827359	0.052259026	0.035395167
SZRD1	0.158215957	0.156679529	0.160206459	0.201369626	0.147780327	0.175136747
NECAP2	0.260906431	0.273279434	0.264026871	0.271341909	0.223527563	0.280334585
RP11-108M9.4	0.123758277	0.10101303	0.088664455	0.127715797	0.090464648	0.04879956
ATP13A2	0.061157792	0.032191766	0.012779929	0.011423074	0.015080343	0.018342578
SDHB	0.180098294	0.268213102	0.176460254	0.209604821	0.138913255	0.270435268
PADI4	0.010178053	0.015421196	0.002310515	0.017547672	0.015794542	0.03587691
RCC2	0.075952266	0.051448918	0.041111842	0.04250909	0.035469502	0.047147862
IFFO2	0.004001431	0.0066385	0.015722534	0.006397165	0.002968049	0.019182687
UBR4	0.064547255	0.054862137	0.068399835	0.054126786	0.106272026	0.062283933
EMC1	0.02457356	0.024898558	0.013497233	0.013614599	0.023624258	0.029179126
MRTO4	0.109563885	0.115742685	0.103879381	0.120746638	0.09535933	0.082308361
AKR7A2	0.194163371	0.181346709	0.082254724	0.167753934	0.146404039	0.182273159
CAPZB	0.850195917	0.871026956	0.863012271	0.85983323	0.818739498	1.029034021
MINOS1	0.518739074	0.480624635	0.537159068	0.430387	0.55367228	0.562294918
TMCO4	0.026350893	0.039703166	0.025008288	0.039702414	0.029171697	0.049530527
MUL1	0.056273956	0.04945751	0.04850147	0.049672162	0.04164667	0.061646659
CDA	0.004259938	0.004210956	0.027791305	0.013263774	0.013792818	0.020519894
PINK1	0.022367188	0.020294965	0.010210524	0	0.02892138	0.039641215
DDOST	0.185141814	0.189324208	0.184538492	0.215419161	0.260146376	0.261242935
HP1BP3	0.264520733	0.308385543	0.308267405	0.233956986	0.256771798	0.240475307
EIF4G3	0.053121043	0.02823631	0.039059615	0.025382062	0.036115503	0.06006607
ECE1	0.039931691	0.041115945	0.055037993	0.052190379	0.03905132	0.058524968
USP48	0.09577711	0.141102984	0.103873321	0.098343516	0.098633738	0.151860272
LINC00339	0.031471823	0.059356666	0.044080974	0.033766538	0.028712445	0
CDC42	0.849390642	1.158390817	1.046508547	1.180982563	0.931669699	1.38495484
ZBTB40	0.007378295	0.025891635	0.006717784	0.008418777	0.00755886	0.013394385
C1QA	0.006189361	0.002037969	0.005996961	0.004546353	0.001870806	0.004105229
KDM1A	0.071199191	0.071162219	0.01652443	0.030537488	0.040815083	0.039293915
LUZP1	0.01536998	0.026609621	0.047337839	0.032599319	0.032737392	0.026575983
HNRNPR	0.361615242	0.407635774	0.338681339	0.355090611	0.319206315	0.298753564
TCEA3	0	0.004662409	0.00794566	0.001407454	0.004432514	0
ID3	0.139832331	0.179857292	0.108006333	0.102261607	0.056926552	0.135352331
MDS2	0.058989191	0.018417318	0.033564279	0.022446032	0.023239898	0.028309192
RPL11	4.264816871	4.161897214	4.282064246	4.267696199	4.186533449	4.098614894
TCEB3	0.104077382	0.108295066	0.071298583	0.092047352	0.049609194	0.117385844
TCEB3-AS1	0.012340092	0.01354581	0.01833066	0.027129072	0.018734507	0.021657285
PITHD1	0.218107201	0.265888658	0.282005805	0.289561523	0.255893341	0.233115599
LYPLA2	0.138173704	0.101494598	0.163285459	0.157817858	0.1483349	0.236244558
GALE	0.025049673	0.01743608	0.024419417	0.017475532	0.008983466	0.034711984
HMGCL	0.071988328	0.073747543	0.045356996	0.080945921	0.036520769	0.076335376
FUCA1	0.031382716	0.036568275	0.0358826	0.031736412	0.027129823	0.059780722
PNRC2	0.377040936	0.404282159	0.343909264	0.353433823	0.288744786	0.381514825
SRSF10	0.427393684	0.433866365	0.376439896	0.379594191	0.310069208	0.335581518
NIPAL3	0.084149491	0.075841587	0.052507402	0.088155683	0.090570841	0.064077057
RCAN3	0.12630196	0.098335948	0.071584267	0.061326532	0.11073799	0.044701446
RP4-594I10.3	0.049381212	0.048145323	0.017793908	0.041688689	0.031288614	0.031022037
SRRM1	0.558358224	0.597892067	0.635513721	0.619599468	0.541318337	0.663842693
CLIC4	0.060756318	0.045578552	0.07805304	0.043715181	0.07454379	0.067511751
RUNX3	0.122442563	0.122345013	0.126812357	0.113138897	0.094761976	0.143402309
SYF2	0.730065055	0.692873829	0.802049234	0.759221734	0.708449156	0.762173427
RSRP1	0.565149531	0.527391233	0.595190299	0.492836338	0.50088744	0.55961733
TMEM50A	0.297586184	0.38454895	0.348578448	0.365936691	0.408890637	0.421505946
TMEM57	0.039521033	0.074820118	0.056820503	0.060341013	0.055137312	0.051696866
LDLRAP1	0.063009879	0.077752974	0.087000116	0.063113008	0.118440794	0.077235852
SEPN1	0.005611723	0.011439391	0.018417819	0.006300152	0.00152746	0.00312496
MTFR1L	0.087485415	0.048039659	0.089156751	0.056672505	0.077210205	0.053993105
PAQR7	0.00895575	0.011614259	0.011314338	0.010207954	0.0129686	0.00862625
STMN1	0.184599334	0.112210045	0.141092699	0.147068274	0.20211517	0.179907336
PAFAH2	0.026288946	0.014695223	0.021677107	0.010805037	0.010152755	0.013283402
ZNF593	0.15464817	0.126434353	0.165658739	0.137231296	0.137063282	0.134456289
SH3BGRL3	1.817216162	1.840974015	1.995218321	2.005071163	2.193090786	2.306863612
UBXN11	0.083665718	0.082668994	0.089143748	0.099337983	0.053840937	0.072112758
CD52	3.15015775	3.102802164	3.108253058	3.152171729	3.431270565	3.200966456
ZNF683	0.00806023	0.009818613	0.026933803	0.015602431	0.018342049	0.02927582
DHDDS	0.016654675	0.040823421	0.02985895	0.056854856	0.038841859	0.037025685
HMGN2	1.136251937	1.052981836	1.067814363	1.264117642	1.119521668	1.052993817
RPS6KA1	0.121944995	0.140177592	0.114206269	0.144992428	0.115634508	0.133219245
ARID1A	0.157636718	0.165179757	0.156792002	0.143059493	0.154312035	0.115148839
PIGV	0.01675608	0.015862944	0.019778676	0.005552488	0.010557968	0.014643506
ZDHHC18	0.018244726	0.008781608	0.010443998	0.009540873	0.014275572	0.008372564
GPN2	0.034730709	0.044059887	0.042300331	0.032921527	0.023143883	0.064124327
GPATCH3	0.021944586	0.058997224	0.022778495	0.074892677	0.037196353	0.066254836
NUDC	0.425145115	0.353133754	0.367487451	0.378296325	0.345497904	0.399186248
SLC9A1	0.00846074	0.010298695	0.005262551	0.014037992	0.022959343	0.020532913
WDTC1	0.069384619	0.078860971	0.074224478	0.046669733	0.039771061	0.020986032
TMEM222	0.091940199	0.115881853	0.106088366	0.111627885	0.100950672	0.120982547
SYTL1	0.323888017	0.361710698	0.308756935	0.277451373	0.301372435	0.346342224
MAP3K6	0.016635207	0.017523416	0.016856503	0.010179333	0.00719441	0.016966881
WASF2	0.414546737	0.360232594	0.355432489	0.414923054	0.321612833	0.262340516
AHDC1	0.014918119	0.028109402	0.020618607	0.00478803	0.022539239	0.002864296
FGR	0.253975728	0.226217821	0.249734595	0.193202618	0.481981433	0.228863177
IFI6	0.157261706	0.123957093	0.126906208	0.118630207	0.289246339	0.205432327
FAM76A	0.055627698	0.076965489	0.085395889	0.042384609	0.0528002	0.091245944
STX12	0.101319795	0.123689954	0.076808268	0.088181728	0.069096172	0.084876409
PPP1R8	0.084230972	0.121665325	0.091771946	0.109066866	0.077201776	0.091196381
THEMIS2	0.068546283	0.144247337	0.1473831	0.115948532	0.179646156	0.209604378
RPA2	0.29990774	0.32038298	0.336329455	0.296389758	0.257651532	0.389542661
XKR8	0.038956486	0.049230696	0.029789687	0.03416936	0.022501624	0.037681971
EYA3	0.044365032	0.026574955	0.049851121	0.034026692	0.027840514	0.043752246
PTAFR	0.022676075	0.022912635	0.043802793	0.023176503	0.013500151	0.012294224
DNAJC8	0.348069643	0.353611884	0.410466282	0.43768531	0.378427199	0.512741277
ATPIF1	0.650316736	0.610243262	0.739194576	0.677798332	0.655628225	0.734294202
SESN2	0.007078609	0.019110208	0.023814139	0.002223372	0.021525184	0.022976591
MED18	0.030069213	0.032343935	0.011122002	0.032042539	0.00837505	0.017835386
PHACTR4	0.094401001	0.138488554	0.085148756	0.073338605	0.072601785	0.087326088
RCC1	0.031772824	0.047947421	0.029603411	0.03743779	0.032246016	0.041141843
TRNAU1AP	0.102947008	0.109167077	0.105991866	0.079680893	0.091779537	0.10217428
SNHG12	0.100548517	0.14055235	0.09227719	0.108091917	0.065767752	0.087141764
TAF12	0.193831373	0.184658136	0.165090165	0.179403877	0.186467846	0.203607239
GMEB1	0.091716417	0.111095276	0.092438826	0.069862449	0.038139997	0.055595564
YTHDF2	0.225966568	0.342211111	0.27310446	0.289954445	0.195329352	0.34940118
EPB41	0.13003196	0.093414267	0.092148693	0.091315021	0.041717788	0.060441259
SRSF4	0.285081594	0.286754441	0.260515285	0.274589709	0.292241428	0.271886706
MECR	0.043077703	0.011096312	0.027096297	0.027360868	0.036774251	0.043772918
LAPTM5	2.219790666	2.121715763	1.972580645	2.1999792	2.016496232	1.810578379
PUM1	0.086188829	0.11053138	0.099018801	0.068980887	0.062085743	0.052716611
SNRNP40	0.212873932	0.234929641	0.185154998	0.18917167	0.189111695	0.225287481
ZCCHC17	0.151796997	0.158034869	0.094391214	0.120575903	0.078768091	0.138400205
PEF1	0.160732552	0.167721501	0.164310883	0.181428719	0.166722634	0.183709037
PTP4A2	0.744447868	0.289523041	0.314556966	0.309700505	0.428679878	0.455433042
KHDRBS1	0.452716149	0.37322703	0.169479657	0.12548778	0.309198418	0.399779782
TMEM39B	0.035963061	0.043382425	0.070057004	0.06675447	0.03978079	0.044341307
KPNA6	0.100077135	0.119089862	0.129071585	0.112138401	0.119855418	0.06644655
TXLNA	0.044050385	0.022206499	0.05501689	0.026638892	0.032396656	0.011005683
CCDC28B	0.068979543	0.051124762	0.042047327	0.049755487	0.035745058	0.054489844
TMEM234	0.030908136	0.033966378	0.032835756	0.03962175	0.023723482	0.042952737
EIF3I	0.487142212	0.465263564	0.472668961	0.45081194	0.368950545	0.505865186
LCK	0.142631929	0.120561041	0.186254927	0.176281507	0.285625117	0.276896798
HDAC1	0.272501093	0.305948631	0.247351216	0.322148223	0.178018711	0.303560268
MARCKSL1	0.57094762	0.410706973	0.246883863	0.440646553	0.159769026	0.346447053
BSDC1	0.179456375	0.189298345	0.167080065	0.166417171	0.161596204	0.15191701
ZBTB8OS	0.186993018	0.198954777	0.248657204	0.187170705	0.211455841	0.258156721
RBBP4	0.332723264	0.318774797	0.315853618	0.300387308	0.386257199	0.384805031
SYNC	0.053831218	0.051079526	0.059206409	0.036451159	0.066741072	0.051163108
YARS	0.049861207	0.058198812	0.060127063	0.061490488	0.075946556	0.051503767
S100PBP	0.067433074	0.057482133	0.063843082	0.035261625	0.06971435	0.041883074
RNF19B	0.02006587	0.022713098	0.017368618	0.015369478	0.023197301	0.028032795
AK2	0.166930391	0.15972019	0.172053467	0.156984984	0.109630443	0.180683105
ZNF362	0.019790772	0.01803562	0.018563991	0.013555607	0.041260173	0.016384428
PHC2	0.012226229	0.009369419	0.006606158	0.01354217	0.01800903	0.006826847
SMIM12	0.143618383	0.150943032	0.147789083	0.114997939	0.113036792	0.168260599
ZMYM6	0.021462005	0.025359983	0.021002306	0.018395747	0.011723504	0.022586428
SFPQ	0.41682641	0.420424007	0.18125634	0.211483127	0.319189364	0.394013892
ZMYM4	0.015114678	0.028866067	0.020977567	0.030800346	0.019879982	0.005795615
KIAA0319L	0.059881574	0.03674953	0.0474221	0.040892529	0.051433045	0.030545181
RP4-728D4.2	0.038756915	0.029839659	0.045295204	0.038911617	0.012861175	0.048080836
PSMB2	0.258403569	0.286446415	0.317710216	0.300260338	0.314492518	0.371466322
C1orf216	0.014308635	0.018040001	0.032481068	0.01045095	0.025270435	0.028437217
AGO4	0.007324312	0.010785061	0.020122365	0.013485629	0.025293211	0.013360528
AGO1	0.039278708	0.041865856	0.027534918	0.024841441	0.027338405	0.026464319
AGO3	0.054929017	0.06839136	0.080451532	0.081959987	0.044523648	0.070922588
ADPRHL2	0.078236325	0.099100653	0.070356107	0.054958677	0.056314674	0.0580879
TRAPPC3	0.198045539	0.222180154	0.236811077	0.199847799	0.165944508	0.351218102
MAP7D1	0.092056888	0.047190063	0.034549198	0.014845756	0.109858461	0.15089063
THRAP3	0.41493397	0.431731873	0.385468933	0.402779664	0.342964125	0.380630263
EVA1B	0.007337177	0.007376208	0.005132631	0.00257254	0.008558666	0.01984696
STK40	0.077337268	0.051452096	0.055278611	0.066739783	0.067388361	0.06450349
LSM10	0.595674388	0.610473416	0.585722175	0.616892547	0.435999603	0.50071001
MRPS15	0.20635334	0.179328331	0.221961683	0.178989111	0.20001294	0.225524629
CSF3R	0.024451255	0.002176411	0.026870453	0.026828107	0.025173638	0.022973671
ZC3H12A	0.063898311	0.068824671	0.038178614	0.040252984	0.029964657	0.052404723
MEAF6	0.444443174	0.494818023	0.558489934	0.496080696	0.479204627	0.612638789
SNIP1	0.017362755	0.019149861	0.015353574	0.01520743	0.017768261	0.01786741
GNL2	0.072089741	0.065755953	0.080915338	0.099836225	0.05766214	0.101587421
C1orf109	0.03111902	0.045719076	0.043124641	0.025089436	0.032364455	0.041309595
YRDC	0.054119599	0.005623324	0.0266853	0.006569642	0.016465515	0.006205768
C1orf122	0.129517093	0.125281927	0.156137164	0.151642048	0.171944299	0.146714509
MTF1	0.03489422	0.061457186	0.031627939	0.043667501	0.033505545	0.021664584
INPP5B	0.021756762	0.033762361	0.022793015	0.025654313	0.02111358	0.00553369
SF3A3	0.135276723	0.161536731	0.151777161	0.139443038	0.09950572	0.148660976
FHL3	0.010396746	0.008611146	0.003514274	0.006340518	0.010745867	0.003398977
UTP11L	0.072011917	0.07069286	0.080666767	0.074160999	0.027054025	0.056113778
RRAGC	0.126143415	0.152516476	0.137723868	0.137496569	0.09546401	0.169995486
MYCBP	0.065486071	0.070659105	0.050222013	0.048169306	0.060253715	0.088199795
AKIRIN1	0.226631043	0.216330626	0.089318375	0.148483334	0.146626283	0.22828096
NDUFS5	0.487886772	0.561192661	0.527623934	0.589451916	0.570766843	0.615200448
MACF1	0.141839265	0.094820584	0.108132411	0.134407335	0.111994897	0.111474079
PABPC4	0.233096087	0.066241834	0.070215181	0.064879789	0.158123546	0.149899531
PPIE	0.161308473	0.175281875	0.196346149	0.157654464	0.115729455	0.190184392
TRIT1	0.022305691	0.034551533	0.02157023	0.018532734	0.040686007	0.018135152
MYCL	0.002531562	0	0.005518459	0.001622088	0.005531974	0
CAP1	0.675936706	0.841340509	0.756589624	0.681665242	0.646253543	0.741389545
PPT1	0.117190144	0.126681469	0.172984515	0.127215134	0.145170525	0.115981257
RLF	0.017764482	0.020587579	0.022001144	0.012642507	0.029852428	0.020422209
RP1-39G22.7	0.031062318	0.021050993	0.020719211	0.032756601	0.02099373	0.011186119
ZMPSTE24	0.034665954	0.054508044	0.023202328	0.036456916	0.044635412	0.042278917
SMAP2	0.637048563	0.900013604	0.602345486	0.636821691	0.504389865	0.542874304
NFYC	0.12745053	0.146899619	0.161210262	0.139201139	0.093146472	0.186842004
CTPS1	0.020895662	0.025776841	0.01821751	0.02647307	0.012833113	0.011055353
HIVEP3	0.016358769	0.012687599	0.017941779	0.025598782	0.045248728	0.025611825
FOXJ3	0.041512242	0.027140532	0.034689603	0.027304857	0.021363122	0.022060385
PPCS	0.282781207	0.283048752	0.31985708	0.301356933	0.221474126	0.252892861
PPIH	0.117774918	0.132591257	0.162810591	0.146257174	0.092034957	0.129346492
YBX1	1.91269126	1.821302841	0.552909249	1.00918655	1.747357065	1.972956997
P3H1	0.032621162	0.040509122	0.019018998	0.026957823	0.050956033	0.031858978
C1orf50	0.066707156	0.057573761	0.092281759	0.068033776	0.052863256	0.063519671
SVBP	0.173773103	0.137397342	0.156717635	0.213945809	0.142085598	0.169164618
SLC2A1	0.061326541	0.09842281	0.095796056	0.10054626	0.072780771	0.054051524
EBNA1BP2	0.099012653	0.089753662	0.088295196	0.086344495	0.094925924	0.091681156
ELOVL1	0.09665821	0.128505415	0.145831829	0.093593705	0.140999393	0.144244388
MED8	0.093416312	0.116679856	0.134502135	0.09044497	0.063522765	0.135459791
SZT2	0.029529297	0.03390439	0.030347858	0.025868685	0.02501445	0.040461836
HYI	0.02589717	0.023931136	0.029109482	0.024456663	0.039613253	0.024859291
KDM4A	0.017162085	0.021692607	0.008768322	0.014365215	0.014631454	0.009555384
DPH2	0.062242486	0.046783724	0.045128003	0.05109344	0.028019429	0.013861241
ATP6V0B	0.386470888	0.487270952	0.491356027	0.468786821	0.536805522	0.643286884
DMAP1	0.089730289	0.117799821	0.092362332	0.104170534	0.089746777	0.0870443
ERI3	0.097311647	0.111114807	0.092865846	0.110537849	0.095430391	0.099235306
RNF220	0.05125417	0.091068965	0.070858707	0.065359398	0.069984949	0.119837837
TMEM53	0.01084584	0.02464684	0.018642435	0.015717958	0.014652819	0.017966626
C1orf228	0.071072008	0.042739052	0.055729812	0.051806525	0.072878656	0.078108007
RPS8	4.153392464	4.175323225	4.218018397	4.183913076	4.032315064	4.113849655
PLK3	0.04183796	0.041875349	0.029303658	0.01826197	0.038859051	0.017741764
EIF2B3	0.050695595	0.038905405	0.037333172	0.038290278	0.023786369	0.03998795
HECTD3	0.025092344	0.024071104	0.01114853	0.011828181	0.014714162	0.015179236
UROD	0.114437445	0.06084154	0.099023071	0.092341767	0.079501639	0.101484189
MUTYH	0.066780498	0.055335397	0.044343226	0.035781566	0.036039659	0.030133247
TOE1	0.030839213	0.048318496	0.042517043	0.061485182	0.042198221	0.039434488
PRDX1	0.567196655	0.561770935	0.654341182	0.515044963	0.480411147	0.631976494
AKR1A1	0.235153899	0.244212781	0.279994346	0.207109578	0.231666903	0.305893504
NASP	0.305856419	0.354756643	0.265797978	0.231835789	0.153653693	0.239792763
GPBP1L1	0.073911776	0.116120912	0.082562361	0.098209824	0.095753956	0.076794682
TMEM69	0.07505386	0.072120486	0.061196421	0.069636997	0.057058276	0.083615423
IPP	0.039891716	0.02346996	0.02996415	0.047563666	0.032741407	0.022472848
POMGNT1	0.057299722	0.069900383	0.049772301	0.059293874	0.089952609	0.073825163
LRRC41	0.077496575	0.064392121	0.042996798	0.054964715	0.057217452	0.053983895
UQCRH	1.23981528	1.288613056	1.256730692	1.235563391	1.128511725	1.408857721
NSUN4	0.031049134	0.047205317	0.016884002	0.027244459	0.014314492	0.010204544
MKNK1	0.075378403	0.068009689	0.072806562	0.079003753	0.073000271	0.094911496
MOB3C	0.015801464	0.014525213	0.024556774	0.019748813	0.033581342	0.012732755
ATPAF1	0.073827684	0.084357666	0.015780583	0.026895473	0.066949582	0.079800669
EFCAB14	0.117275602	0.09075008	0.107766673	0.107521222	0.102030484	0.081957998
PDZK1IP1	0.003880534	0.007570619	0.011137431	0.01444604	0.011015366	0.019056828
CMPK1	0.560708922	0.212314932	0.10348811	0.110266029	0.394809308	0.421610537
FAF1	0.028281111	0.024640167	0.017217869	0.005768172	0.030246948	0.059889077
CDKN2C	0.009654745	0.011277764	0.00990828	0.01128645	0.015745983	0.0115512
